"","index","order","family","genus","species","binomial","taxonomy.ref","distribution","continent","mass","mass.ref","mass.status","iucn.status","year.evaluated","extant.status","last.occurence.ka","last.occurence.ref","time.of.extinction","trophic","trophic.ref","habitat.mode","lab.comments","to.do","old.distribution","X"
"83",2234,"Chiroptera","Vespertilionidae","Myotis","californicus","Myotis californicus","1","S Alaska Panhandle (USA) to Baja California and higher elevations in the Sonoran and Chihuahuan deserts (Mexico); Guatemala.","North.America",4.6,"153","","LC",2017,"extant","","","","Ainsect","t2","volant","","","USA, Mexico, Guatemala",NA
"84",2411,"Chiroptera","Vespertilionidae","Pipistrellus","anchietae","Pipistrellus anchietae","343, 344","","Africa",4.6,"260","","LC",2017,"extant","","","","ainsect","t1","volant","fixed a spelling error","","Angola, Zaire, Zambia",NA
"85",6619,"Soricomorpha","Soricidae","Sorex","saussurei","Sorex saussurei","1","Colima, Distrito Federal, Guerrero, Jalisco, MÈxico, Michoac·n, Morelos, Puebla, from 2100 to 3650 m or more (Mexico); Guatemala.","North.America",4.65,"60","valid","LC",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"86",6655,"Soricomorpha","Soricidae","Suncus","megalura","Suncus megalura","1","Tropical forest and Guinea savanna zone of Africa from Upper Guinea to Ethiopia and south to Mozambique and Zimbabwe.","Africa",4.65,"63, 70, 130","valid","LC",2008,"extant","","","","ginsect","t1","terr","synonym; Sylvisorex is now Suncus","","",NA
"87",6571,"Soricomorpha","Soricidae","Sorex","cinereus","Sorex cinereus","1","North America throughout Alaska and Canada and southward along the Rocky and Appalachian Mtns to 45∞.","North.America",4.658,"60","valid","LC",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"88",4183,"Rodentia","Cricetidae","Neusticomys","oyapocki","Neusticomys oyapocki","1","Known only from three localities in French Guiana (Voss et al., 2001) and one in Amap·, NE Brazil (Nunes, 2002).","South.America",4.7,"60","valid","DD",2008,"extant","","","","Ginsect/frug","t3","terr","phylo revision; Neusticomys is now in Cricetidae not Muridae","","",NA
"89",1883,"Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","Rhinolophus hipposideros","1","Ireland, N Europe to Iberia and Morocco, through S Europe and N Africa to Kyrgystan and Kashmir; Bulgaria; Israel and Jordan; Arabia; Sudan; Ethiopia; Djibouti. Records at some localities in N Europe (e.g., the Netherlands) apparently reflect temporary northern range extensions (Glas and Vo˚te, 1992<i>b</i>).","Africa",4.709,"153","","",NA,"extant","","","","ainsect","t1","volant","","","Iberia, Morocco, Kirghizia, Kashmir, Arbaia, Sudan, Ethiopia",NA
"90",1884,"Chiroptera","Rhinolophidae","Rhinolophus","hipposideros","Rhinolophus hipposideros","1","Ireland, N Europe to Iberia and Morocco, through S Europe and N Africa to Kyrgystan and Kashmir; Bulgaria; Israel and Jordan; Arabia; Sudan; Ethiopia; Djibouti. Records at some localities in N Europe (e.g., the Netherlands) apparently reflect temporary northern range extensions (Glas and Vo˚te, 1992<i>b</i>).","Eurasia",4.709,"153","","",NA,"extant","","","","ainsect","t1","volant","","","Iberia, Morocco, Kirghizia, Kashmir, Arbaia, Sudan, Ethiopia",NA
"91",2403,"Chiroptera","Vespertilionidae","Phoniscus","atrox","Phoniscus atrox","1","S Thailand, W Malaysia, Sumatra, Borneo.","Eurasia",4.825,"153","","NT",2008,"extant","","","","Ainsect","same as congeners","volant","synonym; Kerivoula is now Phoniscus","","Thailand, Malaysia, Sumatra, Borneo",NA
"92",2240,"Chiroptera","Vespertilionidae","Myotis","ciliolabrum","Myotis ciliolabrum","1","S Alberta and Saskatchewan (Canada) south through E Colorado and W Kansas (USA).","North.America",4.89,"289","","LC",2008,"extant","","","","Ainsect","same as congeners","volant","","","Canada, Mexico, USA",NA
"93",1008,"Chiroptera","Hipposideridae","Aselliscus","stoliczkanus","Aselliscus stoliczkanus","1","Burma, S China, Thailand, Laos, Vietnam, W Malaysia.","Eurasia",4.9,"153","valid","LC",2008,"extant","","","","Ainsect","same as family","volant","New family; was Rhinolophidae, now Hipposideridae","","Burma, China, Thailland, Laos, Vietnam, Malaysia",NA
"94",6651,"Soricomorpha","Soricidae","Suncus","lixus","Suncus lixus","1","Savanna zones of Kenya, Tanzania, Malawi, Dem. Rep. Congo, Zambia, Angola, Botswana, and South Africa (KwaZulu-Natal, Northwest Prov., Mpumalanga, and Limpopo).","Africa",4.9,"260","valid","LC",2017,"extant","","","","ginsect","t1","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"95",972,"Chiroptera","Emballonuridae","Saccopteryx","leptura","Saccopteryx leptura","1","Chiapas and Tabasco (Mexico) to SE Brazil, Peru, and N Bolivia; Guianas; Margarita Isl (Venezuela); Trinidad and Tobago.","North.America",4.91,"153","valid","LC",2015,"extant","","","","Ainsect","t2","volant","","","Mexico, Brazil, Peru, Guiana, Venezuela, Trinidad, Tobago",NA
"96",973,"Chiroptera","Emballonuridae","Saccopteryx","leptura","Saccopteryx leptura","1","Chiapas and Tabasco (Mexico) to SE Brazil, Peru, and N Bolivia; Guianas; Margarita Isl (Venezuela); Trinidad and Tobago.","South.America",4.91,"153","valid","LC",2015,"extant","","","","Ainsect","t3","volant","","","Chiapas, Tabasco (Mexico), Brazil, Peru, Guianas, Venezuela, Trinidad, Tobago",NA
"97",6509,"Soricomorpha","Soricidae","Cryptotis","parva","Cryptotis parva","1","Extreme SE Canada through EC and SW USA and Mexico S to Chiapas and W to Nayarit.","North.America",4.983,"66","valid","LC",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"98",6608,"Soricomorpha","Soricidae","Sorex","ornatus","Sorex ornatus","1","California coastal ranges from N of San Francisco Bay to N part and S tip of Baja California; Santa Catalina Isl.","North.America",4.985,"60","valid","LC",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"99",2296,"Chiroptera","Vespertilionidae","Myotis","mystacinus","Myotis mystacinus","1","Ireland and Scandinavia to C Russia and the Ural Moutains, Kazakhstan, south to Syria, Israel, and Morocco.","Eurasia",4.988,"153","","",NA,"extant","","","","Ainsect","same as congeners","volant","","","China, Morocco, Iran, Nepal, Bhutan, India, Pakistan",NA
"100",6365,"Soricomorpha","Soricidae","Crocidura","horsfieldii","Crocidura horsfieldii","1","Sri Lanka and Indian Peninsula (Mysore and Ladak), perhaps Nepal (see below).","Eurasia",5,"60","valid","DD",2016,"extant","","","","Ginsect","same as congeners","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"101",6666,"Soricomorpha","Soricidae","Suncus","varilla","Suncus varilla","1","Savannahs from the Cape (South Africa) to Zimbabwe, Zambia, Tanzania, E Dem. Rep. Congo, Malawi; an isolated record from Nigeria.","Africa",5,"60","valid","LC",2008,"extant","","","","ginsect","t1","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"102",6576,"Soricomorpha","Soricidae","Sorex","dispar","Sorex dispar","1","Appalachian Mtns from W Virginia to N Carolina and Tenessee; New England, S New Brunswick and adjacent Nova Scotia (Canada).","North.America",5,"60","valid","LC",2016,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"103",6594,"Soricomorpha","Soricidae","Sorex","lyelli","Sorex lyelli","1","Altitudes above 2000 m in the Sierra Nevada, California (USA).","North.America",5,"66","valid","LC",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"104",6654,"Soricomorpha","Soricidae","Suncus","malayanus","Suncus malayanus","1","Malaysian peninsula.","Eurasia",5,"119","valid","LC",2016,"extant","","","","Ginsect","same as congeners","terr","Discarded order; was Insectivora now Soricopmorpha","","Malaysian peninsula",NA
"105",2325,"Chiroptera","Vespertilionidae","Myotis","ruber","Myotis ruber","1","SE Brazil, SE Paraguay, NE Argentina.","South.America",5,"153","","NT",2008,"extant","","","","Ainsect","t3","volant","","","Brazil, Paraguay, Argentina",NA
"106",2523,"Chiroptera","Vespertilionidae","Vespadelus","douglasorum","Vespadelus douglasorum","1","Kimberley (N Western Australia).","Australia",5,"153","","LC",2017,"extant","","","","Ainsect","t4","volant","synonym; Eptesicus is now Vespadelus","","Kimberley (Western Australia)",NA
"107",920,"Chiroptera","Emballonuridae","Centronycteris","maximiliani","Centronycteris maximiliani","1","NE Peru, S Venezuela, Brazil, Guyana, Surinam, French Guiana.","North.America",5,"246","valid","LC",2008,"extant","","","","Ainsect","t2","volant","C. centralis split from C. maximillani","","Mexico, Peru, Brazil",NA
"108",921,"Chiroptera","Emballonuridae","Centronycteris","maximiliani","Centronycteris maximiliani","1","NE Peru, S Venezuela, Brazil, Guyana, Surinam, French Guiana.","South.America",5,"246","valid","LC",2008,"extant","","","","Ainsect","t3","volant","C. centralis split from C. maximillani","","Mexico, Peru, Brazil",NA
"109",6314,"Soricomorpha","Soricidae","Crocidura","attila","Crocidura attila","1","Gotel Mtns (Nigeria) and Cameroon Mtns to E Dem. Rep. Congo.","Africa",5,"322","valid","LC",2008,"extant","","","","ginsect","t1","","Discarded order; was Insectivora now Soricopmorpha","","",NA
"110",6497,"Soricomorpha","Soricidae","Cryptotis","mayensis","Cryptotis mayensis","1","Yucatan Peninsula of Mexico and adjacent Belize and Guatemala. Also known from owl pellets collected in Guerrero.","North.America",5,"322","valid","LC",2016,"extant","","","","","","","was part of C. nigrescens group; now distinct species","","Mexico |Belize |Guatemala",NA
"111",6501,"Soricomorpha","Soricidae","Cryptotis","merriami","Cryptotis merriami","1","Highlands of S Mexico (Chiapas), Guatemala, Honduras, El Salvador, N Nicaragua, and N Costa Rica.","North.America",5,"322","valid","LC",2008,"extant","","","","","","","was part of C. nigrescens; now distinct species","","Mexico |Guatemala |Honduras |El Salvador |Nicaragua |Costa Rica",NA
"112",6495,"Soricomorpha","Soricidae","Cryptotis","hondurensis","Cryptotis hondurensis","1","Pine, mixed pine, and oak forests on highlands east of Tegucicalpa, Honduras; possibly also in adjacent regions of Guatemala, El Salvador, and Nicaragua.","North.America",5,"224, 225","valid","DD",2008,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","Honudas, (possibly Guatemala, El Salvador, Nicaraqua)",NA
"113",6481,"Soricomorpha","Soricidae","Crocidura","yankariensis","Crocidura yankariensis","1","Sudan savanna zone in Cameroon, Nigeria, Sudan, Ethiopia, Kenya, and Somalia.","Africa",5,"60, 163","valid","LC",2008,"extant","","","","ginsect","t1","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"114",5808,"Rodentia","Nesomyidae","Delanymys","brooksi","Delanymys brooksi","1","Sedge swamps in bamboo and montane forest in SW Uganda, Dem. Rep. Congo (Kivu), Rwanda (Volcanos and Nyungwe forest), and Burundi (Kibira National Park; Peterhans Kerbis, in litt., 1992).","Africa",5,"63, 70","valid","VU",2016,"extant","","","Future","frug","t1","terr","phylo revision; Delanymys is now in Nesomyidae not Muridae","","",NA
"115",1902,"Chiroptera","Rhinolophidae","Rhinolophus","marshalli","Rhinolophus marshalli","1","Thailand, Burma, Vietnam, Laos, Peninsular Malaysia.","Eurasia",5.02,"153","","LC",2008,"extant","","","","Ainsect","same as congeners","volant","","","Thailand",NA
"116",2375,"Chiroptera","Vespertilionidae","Nycticeinops","schlieffeni","Nycticeinops schlieffeni","1","Saudi Arabia, Yemen, and Egypt to Djibouti, Somalia, Mozambique, Mali, Botswana, South Africa, and Namibia; Mauritania and Ghana to Sudan and Tanzania.","Africa",5.043,"153","","LC",2017,"extant","","","","ainsect","t1","volant","synonym; Nycticeius is now Nycticeinops","","Egypt, Somalia, Mozambique, Botswana, Namibia, Mauritania, Ghana , Sudan, Tanzania",NA
"117",2376,"Chiroptera","Vespertilionidae","Nycticeinops","schlieffeni","Nycticeinops schlieffeni","1","Saudi Arabia, Yemen, and Egypt to Djibouti, Somalia, Mozambique, Mali, Botswana, South Africa, and Namibia; Mauritania and Ghana to Sudan and Tanzania.","Eurasia",5.043,"153","","LC",2017,"extant","","","","ainsect","t1","volant","synonym; Nycticeius is now Nycticeinops","","Egypt, Somalia, Mozambique, Botswana, Namibia, Mauritania, Ghana , Sudan, Tanzania",NA
"118",6581,"Soricomorpha","Soricidae","Sorex","gracillimus","Sorex gracillimus","1","SE Siberia from S shore of the Sea of Okhotsk to N Korea and probably Manchuria; Sakhalin Isl; Hokkaido (Japan).","Eurasia",5.06,"60","valid","LC",2016,"extant","","","","Ginsect","same as congeners","terr","Discarded order; was Insectivora now Soricopmorpha","","Siberia, Korea, Manchuria",NA
"119",1983,"Chiroptera","Vespertilionidae","Chalinolobus","picatus","Chalinolobus picatus","1","NW New South Wales, C and S Queensland, and South Australia (Australia).","Australia",5.1,"256","","NT",2008,"extant","","","","Ainsect","t4","volant","","","Asustralia",NA
"120",2525,"Chiroptera","Vespertilionidae","Vespadelus","pumilus","Vespadelus pumilus","1","Eastern Australia, Lord Howe Isl.","Australia",5.114,"153","","LC",2008,"extant","","","","Ainsect","t4","volant","genus  me change (synonym): was Eptesicus, now Vespadelus","","Western Australia, Northern Terri|ry, queensl, new South Wales, South Australia",NA
"121",2278,"Chiroptera","Vespertilionidae","Myotis","leibii","Myotis leibii","1","E North America from S Ontario, S Quebec (Canada), and S Maine (USA) south to Georgia and west to E Oklahoma (USA).","North.America",5.133,"153","","LC",2008,"extant","","","","Ainsect","t2","volant","","","Mexico, USA, Canada",NA
"122",2526,"Chiroptera","Vespertilionidae","Vespadelus","regulus","Vespadelus regulus","1","SW and SE Australia, including Tasmania.","Australia",5.133,"153","","LC",2008,"extant","","","","Ainsect","t4","volant","genus  me change (synonym): was Eptesicus, now Vespadelus","",", Australia, including Tasmania",NA
"123",1916,"Chiroptera","Rhinolophidae","Rhinolophus","pusillus","Rhinolophus pusillus","1","India; Nepal; Thailand; Burma; Laos; S China; Peninsular Malaysia; Mentawai Isls, Javaand Lesser Sunda Isls (Indonesia), small adjacent islands. Reports of this species from Cambodia cannot be confirmed (Kock, 2000<i>a</i>).","Eurasia",5.15,"153","","LC",2018,"extant","","","","Ainsect","same as congeners","volant","","","India, Thailand, Malaysia, Mentawai Isls, Java, Indonesia",NA
"124",6386,"Soricomorpha","Soricidae","Crocidura","ludia","Crocidura ludia","1","Medje and Tandala (N Dem. Rep. Congo); Dzanga-Sangha FR (Central African Republic).","Africa",5.15,"289","valid","LC",2008,"extant","","","","ginsect","t1","","Discarded order; was Insectivora now Soricopmorpha","","",NA
"125",6675,"Soricomorpha","Soricidae","Sylvisorex","konganensis","Sylvisorex konganensis","1","High forest in Central African Republic and Republic of Congo (unpubl.).","Africa",5.15,"289","valid","DD",2016,"extant","","","","","","","","","Central African Republic |Congo",NA
"126",2424,"Chiroptera","Vespertilionidae","Pipistrellus","javanicus","Pipistrellus javanicus","1","E Afganistan, N Pakistan, N, C India, SE Tibet (China), Burma, Thailand, Vietnam, through SE Asia to Lesser Sunda Isls and the Philippines; perhaps Australia. Reports of this species from Cambodia cannot be confirmed (Kock, 2000<i>a</i>).","Eurasia",5.171,"153","","LC",2018,"extant","","","","Ainsect","same as congeners","volant","Species name was a synonym: name has been changed from 'Pipistrellus babu'; mass 4.8 (ref = 153) to 'Pipistrellus javanicus'. averaged former mass 5.294 of 2424 with mass of merged spp 5.049 of 2425","","Afghanistan, Pakistan, India, Nepal, Bhutan, Burma, China",NA
"127",6603,"Soricomorpha","Soricidae","Sorex","monticolus","Sorex monticolus","1","Montane boreal and coastal coniferous forest and alpine areas from Alaska to California and New Mexico, east to Montana, Wyoming, and Colorado (USA) and to W Manitoba (Canada); Chihuahua, Durango (Mexico).","North.America",5.25,"60","valid","LC",2009,"extant","","","","Ginsect","t2","terr","Discarded order; was Insectivora now Soricopmorpha","","",NA
"128",6547,"Soricomorpha","Soricidae","Notiosorex","evotis","Notiosorex evotis","1","WC Mexico (Colima, Jalisco, Michoacan, Nayarit, and Sinaloa).","North.America",5.28,"289","valid","LC",2008,"extant","","","","","","","was split from N. crawfordi as distinct species","","Mexico",NA
"129",2231,"Chiroptera","Vespertilionidae","Myotis","brandtii","Myotis brandtii","1","Britain south to Italy, Greece, and Bulgaria; east to Kazakhstan and Mongolia, E Siberia including Sakhalin Isls, Kamchatka Peninsula and Kurile Isls; Ussuri region (Russia); Korea.","Eurasia",5.3,"153","","LC",2008,"extant","","","","Ainsect","same as congeners","volant","spelling error; brandtii not brandti","","Britain, Kazakhstan, Russia, Mongolia, Spain, Greece, Korea, Japan",NA
"130",2360,"Chiroptera","Vespertilionidae","Neoromicia","tenuipinnis","Neoromicia tenuipinnis","1","Senegal to Kenya and Ethiopia, south to Angola and Dem. Rep. Congo.","Africa",5.3,"153","","LC",2016,"extant","","","","ainsect","t1","volant","synonym; Eptesicus is now Neoromicia","","Senegal, Kenya, Angola, Zaire",NA
"131",927,"Chiroptera","Emballonuridae","Cyttarops","alecto","Cyttarops alecto","1","Nicaragua, Costa Rica, Guyana, French Guiana, Amazonian Brazil.","South.America",5.3,"153","valid","LC",2016,"extant","","","","Ainsect","t2","volant","","","Nicaragua, Costa Rica, Guyana , Brazil",NA
"132",2212,"Chiroptera","Vespertilionidae","Myotis","albescens","Myotis albescens","1","S Veracruz (Mexico), Guatemala, Honduras, Nicaragua, Panama, Colombia, Venezuela, Guyana, Surinam, Equador, Peru, Brazil, Uruguay, N Argentina, Paraguay, and Bolivia.","North.America",5.3,"153","","LC",2008,"extant","","","","Ainsect","t2","volant","","","Mexico, Uruguay, Argentina",NA
